"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-9.63743539842685,5.78561853619067,-1.66575714215204,0.0957617955343257
"activity_ratio",25.0784066317358,12.6986714406799,1.97488428209881,0.0482812815034583
"active_days",0.134406669936939,0.130520689026412,1.02977291140212,0.303116619682967
"median_weekly_devoted_days",-2.76779508587796,1.43658285945894,-1.92665189317405,0.0540230268762258
"periodicity",0.282158965190813,0.800843180233265,0.352327362154258,0.724592770053479
"periodicity_variation",2.24399554359929,1.1654997836004,1.92535045924012,0.0541855289128653
"upper_area",-0.00395813528629823,0.00199967852423193,-1.97938580543516,0.0477725854210817
"upper_n_poly",0.873557066890403,0.922912825316394,0.946521754739868,0.343882531653267
"ratio",0.452251387297076,12.1449256533108,0.0372378884982131,0.970295328897199
