"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-400.623168037732,956849.33142198,-0.000418689917922985,0.999665933788486
"activity_ratio",678.702779125707,1618218.0889985,0.000419413664783433,0.999665356322091
