"recorder","activity_ratio","active_days","median_weekly_devoted_days","periodicity","periodicity_variation","upper_area","upper_n_poly","ratio","status"
"745656",0.0289473684210526,11,2,2,4.36208410943413,476,1,0.304621848739496,"Control"
"1146086",0.0261096605744125,10,2,3,1.92724822331886,828,1,0.323671497584541,"Control"
"745656",0.0423280423280423,16,3,2,1.24034734589208,790,1,0.225316455696203,"Lockdown"
"1146086",0.0287958115183246,11,2,2,2.12132034355964,969,1,0.253869969040248,"Lockdown"
