gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue	date.cl	vaccines	tests	confirmed	recovered	deaths	hosp	vent	icu	population	school_closing	workplace_closing	cancel_events	gatherings_restrictions	transport_closing	stay_home_restrictions	internal_movement_restrictions	international_movement_restrictions	information_campaigns	testing_policy	contact_tracing	stringency_index	iso_alpha_3	iso_alpha_2	iso_numeric	currency	administrative_area_level	administrative_area_level_1	administrative_area_level_2	administrative_area_level_3	latitude	longitude	key	key_alpha_2	key_numeric	key_local	key_google_mobility	key_apple_mobility	key_jhu_csse
3124540789	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/79687036	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea	Olea europaea		SPECIES	Olea europaea L.	Olea europaea		ES		Islas Baleares	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.570406	2.833636							2021-05-21T19:28:00Z	21	5	2021	5415040	5415040	HUMAN_OBSERVATION	iNaturalist	Observations	79687036		Joshua Borràs	2021-05-21T20:00:45Z	CC_BY_NC_4_0	Joshua Borràs	Joshua Borràs			2021-11-06T00:26:18.669Z	StillImage	COORDINATE_ROUNDED	2021-05-21			59964						1188220	1		2					3	2	2	1	63.43	ESP	ES	724	EUR	2	Spain	Islas Baleares		39.613332745	2.88000059				04	Balearic Islands		ESIB
3314232428	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74228119	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Cleonia	Cleonia lusitanica		SPECIES	Cleonia lusitanica (L.) L.	Cleonia lusitanica		ES		Andalucía	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.293091	-6.129752							2021-04-16T21:11:48Z	16	4	2021	3895568	3895568	HUMAN_OBSERVATION	iNaturalist	Observations	74228119		Jose SVQ	2021-04-17T12:03:55Z	CC_BY_NC_4_0	Jose SVQ	Jose SVQ			2021-11-06T00:25:38.042Z	StillImage;StillImage;StillImage	COORDINATE_ROUNDED	2021-04-17			533330						8427405	1		2	4		2	2	3	2	2	1	69.44	ESP	ES	724	EUR	2	Spain	Andalucía		37.364515305	-4.54243389082257				01	Andalusia		ESAN
2898419003	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62427965	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Asparagus	Asparagus acutifolius		SPECIES	Asparagus acutifolius L.	Asparagus acutifolius		ES		Comunidad de Madrid	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.54103	-3.68317							2020-09-21T13:28:00Z	21	9	2020	2768995	2768995	HUMAN_OBSERVATION	iNaturalist	Observations	62427965		Ángel Fernández Cancio	2020-10-12T20:20:11Z	CC_BY_NC_4_0	Ángel Fernández Cancio	Ángel Fernández Cancio			2021-11-06T01:47:44.840Z	StillImage		2020-10-12			273773						6641649		2						3	2	2	1	64.35	ESP	ES	724	EUR	2	Spain	Comunidad de Madrid		40.52218628	-3.7688478017641				13	Community of Madrid		ESM
2868258679	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/59965923	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Serranus	Serranus hepatus		SPECIES	Serranus hepatus (Linnaeus, 1758)	Serranus hepatus		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.135919	3.146648							2020-09-17T08:08:00Z	17	9	2020	2388724	2388724	HUMAN_OBSERVATION	iNaturalist	Observations	59965923		Bernat Garrigós	2020-09-18T14:08:27Z	CC_BY_NC_4_0	Bernat Garrigós	Bernat Garrigós			2021-11-06T00:23:42.102Z	StillImage	COORDINATE_ROUNDED	2020-09-18			132297						7566431		2						3	2	2	1	60.65	ESP	ES	724	EUR	2	Spain	Cataluña		41.692222595	1.58426121434448				09	Catalonia		ESCT
3070704552	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70902619	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Draba	Draba verna		SPECIES	Draba verna L.	Draba verna		ES		Comunidad de Madrid	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.476428	-4.028868							2021-03-06T12:33:00Z	6	3	2021	7473187	7473187	HUMAN_OBSERVATION	iNaturalist	Observations	70902619		Ángel Fernández Cancio	2021-03-10T07:44:56Z	CC_BY_NC_4_0	jaimebraschi	jaimebraschi			2021-11-06T01:08:49.439Z	StillImage	COORDINATE_ROUNDED	2021-03-10			603148						6641649	1	2	2	4		2		3	2	2	1	68.52	ESP	ES	724	EUR	2	Spain	Comunidad de Madrid		40.52218628	-3.7688478017641				13	Community of Madrid		ESM
3097146860	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74299419	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Gobius	Gobius paganellus		SPECIES	Gobius paganellus Linnaeus, 1758	Gobius paganellus		ES		Islas Canarias	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	28.842264	-13.790482	97						2021-03-12T15:04:00Z	12	3	2021	8196993	8196993	HUMAN_OBSERVATION	iNaturalist	Observations	74299419		Julien Renoult	2021-04-17T22:18:27Z	CC0_1_0	Julien Renoult	Julien Renoult			2021-11-06T01:10:14.704Z	StillImage;StillImage	COORDINATE_ROUNDED	2021-04-17																																						
3079534771	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/49255471	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Thapsia	Thapsia villosa		SPECIES	Thapsia villosa L.	Thapsia villosa		ES		Comunidad de Madrid	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.524223	-3.781395							2020-03-05T15:14:00Z	5	3	2020	6026828	6026828	HUMAN_OBSERVATION	iNaturalist	Observations	49255471		Ángel Fernández Cancio	2020-06-11T19:33:10Z	CC_BY_NC_4_0	Ángel Fernández Cancio	Ángel Fernández Cancio			2021-11-06T01:05:00.646Z	StillImage	COORDINATE_ROUNDED	2020-06-11			72411						6641649	2			3		1	1	4	2	2	1	57.41	ESP	ES	724	EUR	2	Spain	Comunidad de Madrid		40.52218628	-3.7688478017641				13	Community of Madrid		ESM
2988368287	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/65074323	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Polyommatus	Polyommatus coridon		SPECIES	Polyommatus coridon (Poda, 1761)	Polyommatus coridon		ES		Castilla y León	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.481228	-3.425544	307						2018-08-03T09:41:00Z	3	8	2018	5772714	5772714	HUMAN_OBSERVATION	iNaturalist	Observations	65074323		Felipe Hidalgo	2020-11-17T13:42:41Z	CC_BY_NC_4_0	Felipe Hidalgo	Felipe Hidalgo			2021-11-06T01:07:21.918Z	StillImage	COORDINATE_ROUNDED	2020-11-17			114822						2407733	1	2	2	4		2	2	3	2	2	1	71.3	ESP	ES	724	EUR	2	Spain	Castilla y León		41.6606102	-4.07943516696784				07	Castile and León		ESCL
3302263689	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/81045709	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Erithacus	Erithacus rubecula		SPECIES	Erithacus rubecula (Linnaeus, 1758)	Erithacus rubecula		ES		Comunidad de Madrid	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.771299	-3.865969	188						2020-04-01T00:00:00Z	1	4	2020	2492462	2492462	HUMAN_OBSERVATION	iNaturalist	Observations	81045709		Javier Gil	2021-05-31T16:11:50Z	CC0_1_0	Javier Gil	Javier Gil			2021-11-06T01:09:10.885Z	StillImage	COORDINATE_ROUNDED	2021-05-31			720212						6641649	1		2					3	2	2	1	63.43	ESP	ES	724	EUR	2	Spain	Comunidad de Madrid		40.52218628	-3.7688478017641				13	Community of Madrid		ESM
3355793482	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/94186392	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	Maniola jurtina		ES		Galicia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.758326	-9.095917	31						2021-08-31T12:23:00Z	31	8	2021	5135513	5135513	HUMAN_OBSERVATION	iNaturalist	Observations	94186392		onique	2021-09-09T06:09:11Z	CC_BY_NC_4_0	onique	onique			2021-11-06T01:14:12.622Z	StillImage	COORDINATE_ROUNDED	2021-09-09			185060						2700441	1	1						2	2	3	1	47.69	ESP	ES	724	EUR	2	Spain	Galicia		42.7994442	-7.88358179794721				12	Galicia		ESGA
2898263962	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62382026	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Diplodus	Diplodus sargus		SPECIES	Diplodus sargus (Linnaeus, 1758)	Diplodus sargus		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.909683	0.831038	295						2020-08-19T09:43:00Z	19	8	2020	5210968	5210968	HUMAN_OBSERVATION	iNaturalist	Observations	62382026		Cristobal Jimenez	2020-10-12T07:48:45Z	CC_BY_4_0	Cristobal Jimenez	Cristobal Jimenez			2021-11-06T01:08:39.199Z	StillImage	COORDINATE_ROUNDED	2020-10-12			164162						7566431		2						3	2	2	1	64.35	ESP	ES	724	EUR	2	Spain	Cataluña		41.692222595	1.58426121434448				09	Catalonia		ESCT
2634150014	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/48219852	Animalia	Arthropoda	Insecta	Lepidoptera	Oecophoridae	Dasycera	Dasycera oliviella		SPECIES	Dasycera oliviella (Fabricius, 1794)	Dasycera oliviella		ES		Andalucía	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.983713	-3.116965	4						2017-07-01T13:46:00Z	1	7	2017	4528774	4528774	HUMAN_OBSERVATION	iNaturalist	Observations	48219852		Simon Oliver	2020-06-02T11:00:22Z	CC_BY_NC_4_0	Simon Oliver	Simon Oliver			2021-11-06T01:07:32.561Z	StillImage	COORDINATE_ROUNDED	2020-06-02			13124						8427405	2			3	1	1	1	4	2	2	1	66.67	ESP	ES	724	EUR	2	Spain	Andalucía		37.364515305	-4.54243389082257				01	Andalusia		ESAN
3343787974	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/92231820	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Agapornis	Agapornis roseicollis		SPECIES	Agapornis roseicollis (Vieillot, 1818)	Agapornis roseicollis		ES		Andalucía	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.713343	-4.334664	15						2021-08-22T11:14:00Z	22	8	2021	9770031	9770031	HUMAN_OBSERVATION	iNaturalist	Observations	92231820		Susanne Vogel	2021-08-23T13:12:19Z	CC_BY_4_0	Susanne Vogel	Susanne Vogel			2021-11-06T01:47:48.193Z	StillImage	COORDINATE_ROUNDED	2021-08-23			779625						8427405	1	1						2	2	3	1	47.69	ESP	ES	724	EUR	2	Spain	Andalucía		37.364515305	-4.54243389082257				01	Andalusia		ESAN
3013877528	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62581626	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Datura	Datura stramonium		SPECIES	Datura stramonium L.	Datura stramonium		ES		Comunidad de Madrid	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.443308	-3.750173							2019-08-01T00:00:00Z	1	8	2019	2928751	2928751	HUMAN_OBSERVATION	iNaturalist	Observations	62581626		jaimebraschi	2020-10-14T20:03:59Z	CC_BY_NC_4_0	jaimebraschi	jaimebraschi			2021-11-06T01:48:01.583Z			2020-10-14			279768						6641649		2						3	2	2	1	64.35	ESP	ES	724	EUR	2	Spain	Comunidad de Madrid		40.52218628	-3.7688478017641				13	Community of Madrid		ESM
2862291428	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/53029268	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Asparagus	Asparagus setaceus		SPECIES	Asparagus setaceus (Kunth) Jessop	Asparagus setaceus		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.391735	2.148736	17						2020-07-14T10:40:06Z	14	7	2020	2768686	2768686	HUMAN_OBSERVATION	iNaturalist	Observations	53029268		Blanca	2020-07-14T08:54:39Z	CC_BY_NC_4_0	Blanca	Blanca			2021-11-06T00:23:15.937Z	StillImage	COORDINATE_ROUNDED	2020-07-14			66184						7566431	2							3	2	2	1	56.94	ESP	ES	724	EUR	2	Spain	Cataluña		41.692222595	1.58426121434448				09	Catalonia		ESCT
3090805407	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/73650003	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	Ciconia ciconia		SPECIES	Ciconia ciconia (Linnaeus, 1758)	Ciconia ciconia		ES		Comunidad de Madrid	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.660942	-3.770502	15						2021-03-21T11:54:00Z	21	3	2021	2481912	2481912	HUMAN_OBSERVATION	iNaturalist	Observations	73650003		Angel	2021-04-11T18:52:50Z	CC_BY_NC_4_0	Angel	Angel			2021-11-06T01:10:13.202Z	StillImage	COORDINATE_ROUNDED	2021-04-11			649670						6641649	1		2	4		2	2	3	2	2	1	69.44	ESP	ES	724	EUR	2	Spain	Comunidad de Madrid		40.52218628	-3.7688478017641				13	Community of Madrid		ESM
3112666925	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/76921715	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Misumena	Misumena vatia		SPECIES	Misumena vatia (Clerck, 1757)	Misumena vatia		ES		Galicia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.111547	-8.761324	709						2021-05-03T00:00:00Z	3	5	2021	2165951	2165951	HUMAN_OBSERVATION	iNaturalist	Observations	76921715		Natalia Romero	2021-05-03T12:56:36Z	CC_BY_NC_4_0	Natalia Romero	Natalia Romero			2021-11-06T01:48:14.724Z	StillImage	COORDINATE_ROUNDED	2021-05-03			123260						2700441	1		2	4		2	2	3	2	2	1	69.44	ESP	ES	724	EUR	2	Spain	Galicia		42.7994442	-7.88358179794721				12	Galicia		ESGA
3343836005	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/91932074	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Pheidole	Pheidole pallidula		SPECIES	Pheidole pallidula (Nylander, 1849)	Pheidole pallidula		ES		Andalucía	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.370026	-5.75017							2021-08-20T23:36:00Z	20	8	2021	1322537	1322537	HUMAN_OBSERVATION	iNaturalist	Observations	91932074		jpgsp	2021-08-21T06:02:12Z	CC_BY_4_0	jpgsp	jpgsp			2021-11-06T00:30:21.545Z	StillImage;StillImage;StillImage	COORDINATE_ROUNDED	2021-08-21			777431						8427405	1	1						2	2	3	1	47.69	ESP	ES	724	EUR	2	Spain	Andalucía		37.364515305	-4.54243389082257				01	Andalusia		ESAN
3314466844	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/83690474	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Opisthograptis	Opisthograptis luteolata		SPECIES	Opisthograptis luteolata (Linnaeus, 1758)	Opisthograptis luteolata		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.216776	1.966751							2021-06-12T17:10:00Z	12	6	2021	1960617	1960617	HUMAN_OBSERVATION	iNaturalist	Observations	83690474		Alba	2021-06-19T20:32:41Z	CC_BY_NC_4_0	Alba	Alba			2021-11-06T00:27:51.791Z	StillImage;StillImage	COORDINATE_ROUNDED	2021-06-19			642512						7566431	1					1		3	2	2	1	50.46	ESP	ES	724	EUR	2	Spain	Cataluña		41.692222595	1.58426121434448				09	Catalonia		ESCT
3090570981	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/72725634	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Asparagus	Asparagus albus		SPECIES	Asparagus albus L.	Asparagus albus		ES		Andalucía	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.187697	-4.88471	59						2021-04-02T16:59:47Z	2	4	2021	2769019	2769019	HUMAN_OBSERVATION	iNaturalist	Observations	72725634		Carlos Bernal	2021-04-02T22:02:40Z	CC_BY_NC_4_0	Carlos Bernal	Carlos Bernal			2021-11-06T01:10:27.583Z	StillImage	COORDINATE_ROUNDED	2021-04-02			507982						8427405	1		2	4		2	2	3	2	2	1	69.44	ESP	ES	724	EUR	2	Spain	Andalucía		37.364515305	-4.54243389082257				01	Andalusia		ESAN
3097267848	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74299286	Animalia	Chordata	Actinopterygii	Perciformes	Trachinidae	Trachinus	Trachinus draco		SPECIES	Trachinus draco Linnaeus, 1758	Trachinus draco		ES		Islas Canarias	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	28.918699	-13.665147	57						2021-03-10T12:42:00Z	10	3	2021	2386475	2386475	HUMAN_OBSERVATION	iNaturalist	Observations	74299286		Julien Renoult	2021-04-17T22:17:53Z	CC0_1_0	Julien Renoult	Julien Renoult			2021-11-06T01:09:32.478Z	StillImage	COORDINATE_ROUNDED	2021-04-17																																						
3391784346	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/98227920	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Actitis	Actitis hypoleucos		SPECIES	Actitis hypoleucos (Linnaeus, 1758)	Actitis hypoleucos		ES		Aragón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.621098	-0.990312	19						2021-08-03T09:08:37Z	3	8	2021	2481800	2481800	HUMAN_OBSERVATION	iNaturalist	Observations	98227920		javisahun	2021-10-14T20:40:03Z	CC_BY_NC_4_0	javisahun	javisahun			2021-11-06T01:18:37.372Z	StillImage;StillImage;StillImage;StillImage	COORDINATE_ROUNDED	2021-10-14			161974						1320586	1							2	2	3	1	41.2	ESP	ES	724	EUR	2	Spain	Aragón		41.38541603	-0.839715375341938				02	Aragon		ESAR
3355751329	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/94094114	Animalia	Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	Chroicocephalus ridibundus		SPECIES	Chroicocephalus ridibundus (Linnaeus, 1766)	Chroicocephalus ridibundus		ES		Comunidad Valenciana	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.642517	0.066633							2021-09-07T17:58:00Z	7	9	2021	6065824	6065824	HUMAN_OBSERVATION	iNaturalist	Observations	94094114		Bas van Hulst-Kuiper	2021-09-08T11:30:00Z	CC_BY_NC_4_0	Bas van Hulst-Kuiper	Bas van Hulst-Kuiper			2021-11-06T00:32:15.448Z	StillImage	COORDINATE_ROUNDED	2021-09-08			506284						4974969	1	1						2	2	3	1	47.69	ESP	ES	724	EUR	2	Spain	Comunidad Valenciana		39.31649208	-0.74904190256317				10	Valencian Community		ESVC
